id_original,comuna,nombre_comuna,nombre_institucion,tipo_organizacion,codigo_dane,telefono,correo,direccion_original,estado,fecha_actualizacion,direccion_normalizada,consulta_geocodificacion,latitud,longitud,fuente_coordenadas,precision_geocodificacion
98.0,4,ARANJUEZ,SEC ESC PORFIRIO BARBA JACOB,IE,105001003425,2636085,ie.josemariabravomar@gmail.com,CR 47 74-32,ACTIVO,2020.0,CR 47 74-32,"CR 47 74-32, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
99.0,4,ARANJUEZ,INST EDUC CAMPO VALDES,IE,105001005291,2631096/2118234,ie.campovaldes@medellin.gov.co,CL 83 47 33,ACTIVO,2020.0,CL 83 47 33,"CL 83 47 33, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
100.0,4,ARANJUEZ,INST EDUC FRANCISCO MIRANDA,IE,105001005878,2335808,tramites@franciscomiranda.edu.co,CR 51 C 79 56,ACTIVO,2020.0,CR 51 C 79 56,"CR 51 C 79 56, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
101.0,4,ARANJUEZ,SEC ESC JULIO ARBOLEDA,IE,105001005878,2333510,tramites@franciscomiranda.edu.co,CL 78 51-12,ACTIVO,2020.0,CL 78 51-12,"CL 78 51-12, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
102.0,4,ARANJUEZ,INST EDUC SAN JUAN BOSCO,IE,105001009695,2120355,diegorec2009@hotmail.com,CL 82 50 C 10,ACTIVO,2020.0,CL 82 50 C 10,"CL 82 50 C 10, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
103.0,4,ARANJUEZ,INST EDUC ALFONSO MORA NARANJO,IE,105001019062,2333137/2110412/211823,Sin registro,CR 48 A 77 68,ACTIVO,2020.0,CR 48 A 77 68,"CR 48 A 77 68, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
104.0,4,ARANJUEZ,SEC ESC SANTA MARIA GORETTI,IE,105001019062,2334295,Sin registro,CL 67 48A 32,ACTIVO,2020.0,CL 67 48A 32,"CL 67 48A 32, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
105.0,4,ARANJUEZ,INST EDUC ALVERNIA,IE,305001004854,2333540/2334296,Sin registro,CL 82 C 50 C 126,ACTIVO,2020.0,CL 82 C 50 C 126,"CL 82 C 50 C 126, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
106.0,4,ARANJUEZ,INST EDUC SAN AGUSTIN,IE,105001000205,2630607,contacto@iesanagustin.edu.co,CL 88 A 51 B 91,ACTIVO,2020.0,CL 88 A 51 B 91,"CL 88 A 51 B 91, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
107.0,4,ARANJUEZ,INST EDUC GILBERTO ALZATE AVENDAÑO,IE,105001000981,5717731 5221008,Sin registro,CL 92 51 A 100,ACTIVO,2020.0,CL 92 51 A 100,"CL 92 51 A 100, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
108.0,4,ARANJUEZ,SEC ESC TOMAS CARRASQUILLA NO 1,IE,105001000981,3668358,Sin registro,CR 52 92-05,ACTIVO,2020.0,CR 52 92-05,"CR 52 92-05, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
109.0,4,ARANJUEZ,SEC ESC CARLOS VILLA MARTINEZ,IE,105001000981,2367667,Sin registro,CR 50B 95-06,ACTIVO,2020.0,CR 50B 95-06,"CR 50B 95-06, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
110.0,4,ARANJUEZ,SEC ESC SEGUROS BOLIVAR,IE,105001000981,2637256,Sin registro,CR 52 86-21,ACTIVO,2020.0,CR 52 86-21,"CR 52 86-21, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
111.0,4,ARANJUEZ,SEC ESC SAN ISIDRO,IE,105001000981,3668358,Sin registro,CR 53 95 25,ACTIVO,2020.0,CR 53 95 25,"CR 53 95 25, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
112.0,4,ARANJUEZ,INST EDUC JOSE EUSEBIO CARO,IE,105001002038,2362561/2364551,Sin registro,CR 50 A 93 77,ACTIVO,2020.0,CR 50 A 93 77,"CR 50 A 93 77, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
113.0,4,ARANJUEZ,INST EDUC LORENZA VILLEGAS DE SANTOS,IE,105001003298,2117446,ie.lorenzavillegas@medellin.gov.co ielorenzavillegas@ielorenzavillegas.edu.co,CR 51 87 40,ACTIVO,2020.0,CR 51 87 40,"CR 51 87 40, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
114.0,4,ARANJUEZ,SEC ESC ESTEBAN JARAMILLO,IE,105001003298,2630023,ie.lorenzavillegas@medellin.gov.co ielorenzavillegas@ielorenzavillegas.edu.co,CR 47 89-50,ACTIVO,2020.0,CR 47 89-50,"CR 47 89-50, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
115.0,4,ARANJUEZ,SEC ESC SIMONA DUQUE,IE,105001003298,2365847,ie.lorenzavillegas@medellin.gov.co ielorenzavillegas@ielorenzavillegas.edu.co,CR 51 96-44,ACTIVO,2020.0,CR 51 96-44,"CR 51 96-44, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
116.0,4,ARANJUEZ,INST EDUC MONSEÑOR FRANCISCO CRISTOBAL TORO,IE,105001005339,5240239,Sin registro,CR 50 D 90 49,ACTIVO,2020.0,CR 50 D 90 49,"CR 50 D 90 49, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
117.0,4,ARANJUEZ,SEC ESC ANA FRANK,IE,105001005339,2362053,Sin registro,CR 50AA 88-13,ACTIVO,2020.0,CR 50AA 88-13,"CR 50AA 88-13, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
118.0,4,ARANJUEZ,SEC ESC EPIFANIO MEJIA,IE,105001005339,2366368,Sin registro,CL 90 50A-09,ACTIVO,2020.0,CL 90 50A-09,"CL 90 50A-09, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
119.0,4,ARANJUEZ,INST EDUC FRANCISCO LUIS HERNANDEZ BETANCUR,IE,105001017876,4448971- 2368970,iefranciscoluis@iefranciscoluis.edu.co,CL 87 50 AA 21,ACTIVO,2020.0,CL 87 50 AA 21,"CL 87 50 AA 21, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
120.0,4,ARANJUEZ,INST EDUC FE Y ALEGRIA LUIS AMIGO,IE,305001018022,2634812,administrador@feyalegrialuisamigo.edu.co,CR 58 84 40,ACTIVO,2020.0,CR 58 84 40,"CR 58 84 40, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
121.0,4,ARANJUEZ,INST EDUC EL BOSQUE,IE,305001022640,5160365,ie.elbosque@medellin.gov.co,CR 58 85 B 81,ACTIVO,2020.0,CR 58 85 B 81,"CR 58 85 B 81, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
122.0,4,ARANJUEZ,COL NUESTRA SENORA DE LOURDES,IE,305001004218,2348789,colegionsl@clourdes.edu.co,CL 82 50 BB 30,ACTIVO,2020.0,CL 82 50 BB 30,"CL 82 50 BB 30, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
123.0,4,ARANJUEZ,COL GENTE UNIDA JOVENES POR LA PAZ - MORAVIA,IE,305001021261,2634217-4447405 OPC 402,Informacion@genteunida.org.co,CR 58 85 B 25,ACTIVO,2020.0,CR 58 85 B 25,"CR 58 85 B 25, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
124.0,5,CASTILLA,INST EDUC DIEGO ECHAVARRIA MISAS,IE,105001000931,2732700 ext 101-103-111,info@idem.edu.co,CL 111 70 68,ACTIVO,2020.0,CL 111 70 68,"CL 111 70 68, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
125.0,5,CASTILLA,SEC ESC EDUARDO URIBE BOTERO,IE,105001000931,2732700 Ext 111 -116,info@idem.edu.co,CR 74 112 30,ACTIVO,2020.0,CR 74 112 30,"CR 74 112 30, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
126.0,5,CASTILLA,INST EDUC SOR JUANA INES DE LA CRUZ,IE,105001001848,2675005/2678688,psicologaeep@iesorjuanainesdelacruz.edu.co,CR 67 103 EE 1,ACTIVO,2020.0,CR 67 103 EE 1,"CR 67 103 EE 1, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
127.0,5,CASTILLA,SEC ESC SOR JUANA,IE,105001001848,2678688 Ext 107,psicologaeep@iesorjuanainesdelacruz.edu.co,CL 103 EE  65 85,ACTIVO,2020.0,CL 103 EE 65 85,"CL 103 EE 65 85, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
128.0,5,CASTILLA,INST EDUC JULIO CESAR GARCIA,IE,105001006092,2730139/4620326,ie.jcesargarcia@gmail.com,CL 111 A 65 26,ACTIVO,2020.0,CL 111 A 65 26,"CL 111 A 65 26, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
129.0,5,CASTILLA,INST EDUC RODRIGO CORREA PALACIO,IE,105001006483,2677445,rodrigocorreapalacio@latin.co,CL 103 66 63,ACTIVO,2020.0,CL 103 66 63,"CL 103 66 63, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
130.0,5,CASTILLA,INST EDUC SEBASTIAN DE BELALCAZAR,IE,105001007111,2674506/2672090,ie.sebastiandebelalc@medellin.gov.co,CL 103 EE 63 D 185,ACTIVO,2020.0,CL 103 EE 63 D 185,"CL 103 EE 63 D 185, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
131.0,5,CASTILLA,INST EDUC JOSE ASUNCION SILVA,IE,105001011061,2739576,Sin registro,CL 118 64 CC 68,ACTIVO,2020.0,CL 118 64 CC 68,"CL 118 64 CC 68, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
132.0,5,CASTILLA,INST EDUC MAESTRO PEDRO NEL GOMEZ,IE,105001013072,4620035,ie.maestropedronelgo@medellin.gov.co,CL 118 70 42,ACTIVO,2020.0,CL 118 70 42,"CL 118 70 42, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
133.0,5,CASTILLA,SEC ESC DIEGO MARIA GOMEZ,IE,105001013072,2730379,ie.maestropedronelgo@medellin.gov.co,CR 74    115-16,ACTIVO,2020.0,CR 74 115-16,"CR 74 115-16, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
134.0,5,CASTILLA,INST EDUC FELIX DE BEDOUT MORENO,IE,105001013439,4631980,Sin registro,CL 108 70 39,ACTIVO,2020.0,CL 108 70 39,"CL 108 70 39, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
135.0,5,CASTILLA,INST EDUC PBRO ANTONIO JOSE BERNAL LONDOÑO SJ,IE,105001025780,4631218/4631680,ie.pantoniojbernal@medellin.gov.co,CL 105 A 63 A 200,ACTIVO,2020.0,CL 105 A 63 A 200,"CL 105 A 63 A 200, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
136.0,5,CASTILLA,SEC ESC TOSCANA,IE,105001025780,2730920,ie.pantoniojbernal@medellin.gov.co,CL 111G  64A 16,ACTIVO,2020.0,CL 111G 64A 16,"CL 111G 64A 16, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
137.0,5,CASTILLA,INST EDUC COLEGIO LOYOLA PARA LA CIENCIA Y LA INNOVACIÓN,IE,105001025984,4405100,ie.loyola@medellin.gov.co,CR 65 98 A 75,ACTIVO,2020.0,CR 65 98 A 75,"CR 65 98 A 75, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
138.0,5,CASTILLA,INST EDUC JESUS MARIA EL ROSAL,IE,105001000841,3207380,secretarialjm@gmail.com,CR 72 95 20,ACTIVO,2020.0,CR 72 95 20,"CR 72 95 20, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
139.0,5,CASTILLA,INST EDUC MARIA MONTESSORI,IE,105001003280,4712416/4776510,ie.mariamontessori@medellin.gov.co,CR 69 A 92 C 87,ACTIVO,2020.0,CR 69 A 92 C 87,"CR 69 A 92 C 87, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
140.0,5,CASTILLA,SEC ESC LA UNION,IE,105001003280,4713818,ie.mariamontessori@medellin.gov.co,CR 67 93 75,ACTIVO,2020.0,CR 67 93 75,"CR 67 93 75, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
141.0,5,CASTILLA,INST EDUC REPUBLICA DE URUGUAY,IE,105001005495,2574945,iuruguay@epm.net.co,CL 91 A 70 A 123,ACTIVO,2020.0,CL 91 A 70 A 123,"CL 91 A 70 A 123, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
142.0,5,CASTILLA,INST EDUC DINAMARCA,IE,105001006068,2573923,idinamar@epm.net.co,CL 91 65 119,ACTIVO,2020.0,CL 91 65 119,"CL 91 65 119, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
143.0,5,CASTILLA,SEC ESC RICARDO URIBE ESCOBAR,IE,105001006068,2570276,idinamar@epm.net.co,CR 64 B 75 A 49,ACTIVO,2020.0,CR 64 B 75 A 49,"CR 64 B 75 A 49, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
144.0,5,CASTILLA,INST EDUC PEDRO CLAVER AGUIRRE,IE,105001007439,2372482,atencionpublicoiepca@gmail.com,CR 67 95 118,ACTIVO,2020.0,CR 67 95 118,"CR 67 95 118, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
145.0,5,CASTILLA,INST EDUC TRICENTENARIO,IE,105001016420,4713883,ie.tricentenario2012@gmail.com,CR 63 A 94 A 629,ACTIVO,2020.0,CR 63 A 94 A 629,"CR 63 A 94 A 629, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
146.0,5,CASTILLA,SEC ESC TRICENTENARIO,IE,105001016420,2671734,ie.tricentenario2012@gmail.com,CR 63A    94A-23,ACTIVO,2020.0,CR 63A 94A-23,"CR 63A 94A-23, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
147.0,5,CASTILLA,INST EDUC MANUEL JOSE GOMEZ SERNA,IE,105001017965,4715574 - 4720775,ie.manueljosegomez@medellin.gov.co,CR 71  97  101,ACTIVO,2020.0,CR 71 97 101,"CR 71 97 101, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
148.0,5,CASTILLA,SEC ESC ALEJO PIMIENTA,IE,105001017965,2371508,ie.manueljosegomez@medellin.gov.co,CL 96 N° 70 - 43,ACTIVO,2020.0,CL 96 N° 70 - 43,"CL 96 N° 70 - 43, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
149.0,5,CASTILLA,INST EDUC ALFONSO LOPEZ,IE,105001019798,2574197,iealfonsolopez00@hotmail.com,CR 71 C 89 A 50,ACTIVO,2020.0,CR 71 C 89 A 50,"CR 71 C 89 A 50, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
150.0,5,CASTILLA,SEC ESC MUNICIPAL KENNEDY,IE,105001019798,2575852,iealfonsolopez00@hotmail.com,CL 89A    72-50,ACTIVO,2020.0,CL 89A 72-50,"CL 89A 72-50, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
151.0,5,CASTILLA,SEC ESC CARDENAL CRISANTO LUQUE,IE,105001019798,2574197,iealfonsolopez00@hotmail.com,CR 71C N 89A51,ACTIVO,2020.0,CR 71C N 89A51,"CR 71C N 89A51, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
152.0,5,CASTILLA,INST EDUC MAESTRO ARENAS BETANCUR,IE,305001015686,4719328,secretaria@iemab.edu.co,CL 98A 65-120,ACTIVO,2020.0,CL 98A 65-120,"CL 98A 65-120, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
153.0,5,CASTILLA,SEC ESC IMPERIO DEL JAPON,IE,305001015686,2677287,secretaria@iemab.edu.co,CL 101  65 125,ACTIVO,2020.0,CL 101 65 125,"CL 101 65 125, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
154.0,5,CASTILLA,SEC ESC MUNICIPAL CASTILLA,IE,305001015686,2676475,secretaria@iemab.edu.co,CL 100A  66-54,ACTIVO,2020.0,CL 100A 66-54,"CL 100A 66-54, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
155.0,5,CASTILLA,SEC ESC ESTADO DE ISRAEL,IE,105001012092,2732809,Sin registro,CL 110 A 75 A 1,ACTIVO,2020.0,CL 110 A 75 A 1,"CL 110 A 75 A 1, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
156.0,6,DOCE DE OCTUBRE,INST EDUC ALFREDO COCK ARANGO,IE,105001000795,2671190/2677552,ie.alfredocock@medellin.gov,CR 72 99 55,ACTIVO,2020.0,CR 72 99 55,"CR 72 99 55, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
157.0,6,DOCE DE OCTUBRE,INST EDUC JUVENIL NUEVO FUTURO,IE,105001007889,2673506,ie.juvenilnuevofutur@medellin.gov.co,CL 104CC #80-03,ACTIVO,2020.0,CL 104CC #80-03,"CL 104CC #80-03, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
158.0,6,DOCE DE OCTUBRE,INST EDUC MAESTRO FERNANDO BOTERO,IE,105001010111,237 12 35,rectoria@iemfbotero.edu.co,CL 104 72 A 80,ACTIVO,2020.0,CL 104 72 A 80,"CL 104 72 A 80, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
159.0,6,DOCE DE OCTUBRE,SEC ESC EL PEDREGAL,IE,105001010111,4761516,rectoria@iemfbotero.edu.co,CL 104 E 74 109,ACTIVO,2020.0,CL 104 E 74 109,"CL 104 E 74 109, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
160.0,6,DOCE DE OCTUBRE,INST EDUC LA ESPERANZA,IE,105001010448,2375615 ext 101-102-103,ie.laesperanza@medellin.gov.co,CR 73 B 96 09,ACTIVO,2020.0,CR 73 B 96 09,"CR 73 B 96 09, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
161.0,6,DOCE DE OCTUBRE,SEC ESC REPUBLICA DE CUBA,IE,105001010448,2374541,ie.laesperanza@medellin.gov.co,CL 97 74 03,ACTIVO,2020.0,CL 97 74 03,"CL 97 74 03, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
162.0,6,DOCE DE OCTUBRE,SEC ESC SAN FRANCISCO DE PAULA,IE,105001010448,2370213,ie.laesperanza@medellin.gov.co,CR 74 B 93 58,ACTIVO,2020.0,CR 74 B 93 58,"CR 74 B 93 58, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
163.0,6,DOCE DE OCTUBRE,SEC ESC LOS COMUNEROS,IE,105001010448,2379548,ie.laesperanza@medellin.gov.co,CR 73 B 96 77,ACTIVO,2020.0,CR 73 B 96 77,"CR 73 B 96 77, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
164.0,6,DOCE DE OCTUBRE,SEC ESC SAN MARTIN DE PORRES,IE,105001010448,2378059,ie.laesperanza@medellin.gov.co,CR 75 A 97 135,ACTIVO,2020.0,CR 75 A 97 135,"CR 75 A 97 135, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
165.0,6,DOCE DE OCTUBRE,INST EDUC CIUDADELA LAS AMERICAS,IE,105001011088,2730061/2730161/2738598,iamerica1@epm.net.co,CL 111 79 77,ACTIVO,2020.0,CL 111 79 77,"CL 111 79 77, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
166.0,6,DOCE DE OCTUBRE,INST EDUC DOCE DE OCTUBRE,IE,105001011363,"4715975-4777998
4718894-4381467",liceo12@une.net.co,CR 77 B 103 05,ACTIVO,2020.0,CR 77 B 103 05,"CR 77 B 103 05, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
167.0,6,DOCE DE OCTUBRE,SEC ESC LEON DE GREIFF,IE,105001011363,4717026--2671544,liceo12@une.net.co,CL 101 CC 82 E 72,ACTIVO,2020.0,CL 101 CC 82 E 72,"CL 101 CC 82 E 72, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
168.0,6,DOCE DE OCTUBRE,INST EDUC BARRIO SANTANDER,IE,105001012092,4720572-4719980,Sin registro,CR 78 C 104 F 78,ACTIVO,2020.0,CR 78 C 104 F 78,"CR 78 C 104 F 78, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
169.0,6,DOCE DE OCTUBRE,INST EDUC EL PICACHITO,IE,105001013013,4761277/4722556,ie.picachito@gmail.com,CR 85 A 98 B 17,ACTIVO,2020.0,CR 85 A 98 B 17,"CR 85 A 98 B 17, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
170.0,6,DOCE DE OCTUBRE,INST EDUC JORGE ELIECER GAITAN,IE,105001019143,2578292,coordinacionjmiejeg@gmail.com,CL 92 83 41,ACTIVO,2020.0,CL 92 83 41,"CL 92 83 41, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
171.0,6,DOCE DE OCTUBRE,INST EDUC EL PEDREGAL,IE,105001019194,4783320,iepedregal@gmail.com,CL 102 74 A 47,ACTIVO,2020.0,CL 102 74 A 47,"CL 102 74 A 47, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
172.0,6,DOCE DE OCTUBRE,SEC ESC RAFAEL J. MEJIA,IE,105001019194,2672681,iepedregal@gmail.com,CL 102    74A-109,ACTIVO,2020.0,CL 102 74A-109,"CL 102 74A-109, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
173.0,6,DOCE DE OCTUBRE,INST EDUC KENNEDY,IE,105001021636,4428362,i.e.kennedy921@gmail.com,CR 76A # 92 - 200,ACTIVO,2020.0,CR 76A # 92 - 200,"CR 76A # 92 - 200, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
174.0,6,DOCE DE OCTUBRE,SEC CONCENTRACION EDUCATIVA KENNEDY,IE,105001021636,2574139,i.e.kennedy921@gmail.com,CR 76 92 139,ACTIVO,2020.0,CR 76 92 139,"CR 76 92 139, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
175.0,6,DOCE DE OCTUBRE,SEC ESC CAROLINA KENNEDY,IE,105001021636,2573224,i.e.kennedy921@gmail.com,CR 76A    90-18,ACTIVO,2020.0,CR 76A 90-18,"CR 76A 90-18, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
176.0,6,DOCE DE OCTUBRE,SEC ESC EL PICACHO,IE,105001021636,4715003,i.e.kennedy921@gmail.com,CR 83 95 B 40,ACTIVO,2020.0,CR 83 95 B 40,"CR 83 95 B 40, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
177.0,6,DOCE DE OCTUBRE,SEC ESC MINERVA,IE,105001021636,2576764,i.e.kennedy921@gmail.com,CL 94 79 A 40,ACTIVO,2020.0,CL 94 79 A 40,"CL 94 79 A 40, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
178.0,6,DOCE DE OCTUBRE,INST EDUC CASD,IE,105001024073,4721313/4722657,ie.casdmedellin@gmail.com,CL 99 72 192,ACTIVO,2020.0,CL 99 72 192,"CL 99 72 192, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
179.0,6,DOCE DE OCTUBRE,SEC ESC CONTRANAL,IE,105001024073,2379168,ie.casdmedellin@gmail.com,CL 100 74 A 25,ACTIVO,2020.0,CL 100 74 A 25,"CL 100 74 A 25, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
180.0,6,DOCE DE OCTUBRE,INST EDUC JESUS MARIA VALLE,IE,105001026361,4771397,jmariavalle@sinfronteras.edu.co,CL 101 83 21,ACTIVO,2020.0,CL 101 83 21,"CL 101 83 21, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
181.0,6,DOCE DE OCTUBRE,INST EDUC SANTA JUANA DE LESTONAC,IE,305001007594,4711144,Sin registro,CR 76 A 103 C 43,ACTIVO,2020.0,CR 76 A 103 C 43,"CR 76 A 103 C 43, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
182.0,6,DOCE DE OCTUBRE,INST EDUC EL TRIUNFO SANTA TERESA,IE,305001016542,4715017/4770292,Sin registro,CL 104 D 82 GG 20,ACTIVO,2020.0,CL 104 D 82 GG 20,"CL 104 D 82 GG 20, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
183.0,6,DOCE DE OCTUBRE,SEC ESC EL TRIUNFO,IE,305001016542,4776954,Sin registro,CL 103 A 86 35,ACTIVO,2020.0,CL 103 A 86 35,"CL 103 A 86 35, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
184.0,6,DOCE DE OCTUBRE,INST EDUC PROGRESAR,IE,105001026701,4760875- 4232721,Sin registro,CR 83A    106D 5,ACTIVO,2020.0,CR 83A 106D 5,"CR 83A 106D 5, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
185.0,6,DOCE DE OCTUBRE,CENT EDUC JESUS AMIGO,IE,305001018421,4776196 - 6040550,Sin registro,CL 99    82-07,ACTIVO,2020.0,CL 99 82-07,"CL 99 82-07, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
186.0,6,DOCE DE OCTUBRE,CENTRO EDUCATIVO HOGAR JESÚS REDENTOR,IE,305001024236,"4744470 
 4714266",Sin registro,CL 104 B 87 95,ACTIVO,2020.0,CL 104 B 87 95,"CL 104 B 87 95, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
187.0,7,ROBLEDO,INST EDUC AURES,IE,105001001198,2640826,Sin registro,CR 96A  77E 15 INT 102,ACTIVO,2020.0,CR 96A 77E 15 INT 102,"CR 96A 77E 15 INT 102, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
188.0,7,ROBLEDO,SEC ESC AURES,IE,105001026735,2640826,Sin registro,CR 93 A 77 F 57,ACTIVO,2020.0,CR 93 A 77 F 57,"CR 93 A 77 F 57, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
189.0,7,ROBLEDO,INST EDUC SAN VICENTE DE PAUL,IE,105001002470,4423737 - 2576243,Sin registro,CR 71A N° 79D-01,ACTIVO,2020.0,CR 71A N° 79D-01,"CR 71A N° 79D-01, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
190.0,7,ROBLEDO,SEC ESC ALFREDO COCK ARANGO,IE,105001000761,2571207,Sin registro,CR 70    79A-43,ACTIVO,2020.0,CR 70 79A-43,"CR 70 79A-43, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
191.0,7,ROBLEDO,INST EDUC EL DIAMANTE,IE,105001800112,4416168,Sin registro,KR 87 79 03,ACTIVO,2020.0,KR 87 79 03,"KR 87 79 03, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
192.0,7,ROBLEDO,SEC ESC EL DIAMANTE,IE,105001800112,4416168,Sin registro,CL 79 A 86 09,ACTIVO,2020.0,CL 79 A 86 09,"CL 79 A 86 09, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
193.0,7,ROBLEDO,INST EDUC BELLO HORIZONTE,IE,105001008249,2346584,Sin registro,CR 86 77AB  53,ACTIVO,2020.0,CR 86 77AB 53,"CR 86 77AB 53, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
194.0,7,ROBLEDO,INST EDUC FE Y ALEGRIA AURES,IE,105001011461,2575489,Sin registro,CR 95 89 73,ACTIVO,2020.0,CR 95 89 73,"CR 95 89 73, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
195.0,7,ROBLEDO,INST EDUC LUIS LOPEZ DE MESA,IE,105001014397,4417456,Sin registro,CL 84 74 60,ACTIVO,2020.0,CL 84 74 60,"CL 84 74 60, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
196.0,7,ROBLEDO,INST EDUC JESUS REY,IE,105001014851,4218309/4219747,Sin registro,CR 88 77 A 11,ACTIVO,2020.0,CR 88 77 A 11,"CR 88 77 A 11, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
