X,Y,ruta,parada,label,itinerario,objectid,linea
-8409947.30505956,701995.678827461,C6-021,Cll. 105 con Cra. 39A,Cll. 105 con Cra. 39A,C6-021 Estación Tricentenario,1509,C6-021 Granizal - Estación Tricentenario
-8410090.34750065,702015.961996339,C6-021,Cra. 42 C con Cll. 104,Cra. 42 C con Cll. 104,C6-021 Estación Tricentenario,1510,C6-021 Granizal - Estación Tricentenario
-8410192.99612038,701882.826236878,C6-021,Cll. 103 con Cra. 42C,Cll. 103 con Cra. 42C,C6-021 Estación Tricentenario,1511,C6-021 Granizal - Estación Tricentenario
-8410226.89538054,701979.351577036,C6-021,Cra. 43A con Cll. 103,Cra. 43A con Cll. 103,C6-021 Estación Tricentenario,1512,C6-021 Granizal - Estación Tricentenario
-8410448.84618271,702069.354212292,C6-021,Cra. 46A con Cll. 104A,Cra. 46A con Cll. 104A,C6-021 Estación Tricentenario,1513,C6-021 Granizal - Estación Tricentenario
-8410514.43377491,701885.924999423,C6-021,Cr 46A con Cl 102,Cr 46A con Cl 102,C6-021 Estación Tricentenario,1514,C6-021 Granizal - Estación Tricentenario
-8410577.15969898,701693.225852922,C6-021,Cra 46. con Cll. 99,Cra 46. con Cll. 99,C6-021 Estación Tricentenario,1515,C6-021 Granizal - Estación Tricentenario
-8410580.17450202,701288.217360575,C6-021,Cra. 46 con Cll. 95A,Cra. 46 con Cll. 95A,C6-021 Estación Tricentenario,1516,C6-021 Granizal - Estación Tricentenario
-8410818.5162543,701140.017183099,C6-021,Cll 94 con Cra. 48,Cll 94 con Cra. 48,C6-021 Estación Tricentenario,1517,C6-021 Granizal - Estación Tricentenario
-8411109.53252634,701154.227688361,C6-021,Cll. 94 con Cra. 50,Cll. 94 con Cra. 50,C6-021 Estación Tricentenario,1518,C6-021 Granizal - Estación Tricentenario
-8411249.57020863,701161.322670564,C6-021,Cll. 94 con Cra. 50B,Cll. 94 con Cra. 50B,C6-021 Estación Tricentenario,1519,C6-021 Granizal - Estación Tricentenario
-8411253.98777504,701354.523237728,C6-021,Cra 50C con Cll 95,Cra 50C con Cll 95,C6-021 Estación Tricentenario,1520,C6-021 Granizal - Estación Tricentenario
-8411382.35663177,701517.221715856,C6-021,Cra. 51 con Cll 96,Cra. 51 con Cll 96,C6-021 Estación Tricentenario,1521,C6-021 Granizal - Estación Tricentenario
-8411604.35321569,701719.56699701,C6-021,Cra. 51 con Cll 97,Cra. 51 con Cll 97,C6-021 Estación Tricentenario,1522,C6-021 Granizal - Estación Tricentenario
-8411604.35321569,701719.56699701,C6-021,Cra. 51 con Cll 97,Cra. 51 con Cll 97,C6-021 Granizal,1523,C6-021 Granizal - Estación Tricentenario
-8411385.86818122,701514.780806784,C6-021,Cra. 51 Cll 96,Cra. 51 Cll 96,C6-021 Granizal,1524,C6-021 Granizal - Estación Tricentenario
-8411257.69752429,701350.603584323,C6-021,Cra 50C Cll 95,Cra 50C Cll 95,C6-021 Granizal,1525,C6-021 Granizal - Estación Tricentenario
-8411218.44926645,701013.804049339,C6-021,Cll 93 con Cra 50B,Cll 93 con Cra 50B,C6-021 Granizal,1526,C6-021 Granizal - Estación Tricentenario
-8410936.89256246,700967.894919157,C6-021,Cra. 49A con Cll. 92,Cra. 49A con Cll. 92,C6-021 Granizal,1527,C6-021 Granizal - Estación Tricentenario
-8410800.82746947,700873.306774456,C6-021,Cra. 48 con Cll 92,Cra. 48 con Cll 92,C6-021 Granizal,1528,C6-021 Granizal - Estación Tricentenario
-8410791.21230666,701084.752018519,C6-021,Cra. 48 con Cll. 93,Cra. 48 con Cll. 93,C6-021 Granizal,1529,C6-021 Granizal - Estación Tricentenario
-8410793.27267631,701523.334275827,C6-021,Cll 98 con Cra 47A,Cll 98 con Cra 47A,C6-021 Granizal,1530,C6-021 Granizal - Estación Tricentenario
-8410879.39775991,701695.852022521,C6-021,Cr 49 con Cl 98A,Cr 49 con Cl 98A,C6-021 Granizal,1531,C6-021 Granizal - Estación Tricentenario
-8410656.75001752,701751.801956344,C6-021,Cll. 100 con Cra 47,Cll. 100 con Cra 47,C6-021 Granizal,1532,C6-021 Granizal - Estación Tricentenario
-8410455.4136598,701811.942357469,C6-021,Cr 45A con Cl 101,Cr 45A con Cl 101,C6-021 Granizal,1533,C6-021 Granizal - Estación Tricentenario
-8410201.38667038,701879.648550417,C6-021,Cl 103 con Cr 42C,Cl 103 con Cr 42C,C6-021 Granizal,1534,C6-021 Granizal - Estación Tricentenario
-8410088.18691558,702013.841605015,C6-021,Cra. 42 C con Cll. 104,Cra. 42 C con Cll. 104,C6-021 Granizal,1535,C6-021 Granizal - Estación Tricentenario
-8409948.59008772,701992.825537536,C6-021,Cll. 105 con Cra. 39A,Cll. 105 con Cra. 39A,C6-021 Granizal,1536,C6-021 Granizal - Estación Tricentenario
-8409755.75095145,701937.455203086,C6-021,Cra. 37A con Cll. 104,Cra. 37A con Cll. 104,C6-021 Granizal,1537,C6-021 Granizal - Estación Tricentenario
-8409636.362015,701882.281164844,C6-021,Cll. 103 con Cra 36B,Cll. 103 con Cra 36B,C6-021 Granizal,1538,C6-021 Granizal - Estación Tricentenario
-8407937.58108126,694942.944607623,C6-023,Cll 51B con Cra 1BB,Cll 51B con Cra 1BB,C6-023 Santa Lucía - Estación Alejandro Echavarria,1539,C6-023 Santa Lucía - Estación Alejandro Echavarría
-8407997.10124129,694887.402935047,C6-023,Cll 49A con Cra 2,Cll 49A con Cra 2,C6-023 Santa Lucía - Estación Alejandro Echavarria,1540,C6-023 Santa Lucía - Estación Alejandro Echavarría
-8408131.4281714,694860.718630359,C6-023,Cll 49A con Cra 2AB,Cll 49A con Cra 2AB,C6-023 Santa Lucía - Estación Alejandro Echavarria,1541,C6-023 Santa Lucía - Estación Alejandro Echavarría
-8408299.28279311,694906.038210895,C6-023,Cll 49 con Cra 3A,Cll 49 con Cra 3A,C6-023 Santa Lucía - Estación Alejandro Echavarria,1542,C6-023 Santa Lucía - Estación Alejandro Echavarría
-8408489.44247432,694977.717931546,C6-023,Cll 49A con Cra 5,Cll 49A con Cra 5,C6-023 Santa Lucía - Estación Alejandro Echavarria,1543,C6-023 Santa Lucía - Estación Alejandro Echavarría
-8408690.52856647,695008.109382756,C6-023,Calle 49A - Cr 5_97,Calle 49A - Cr 5_97,C6-023 Santa Lucía - Estación Alejandro Echavarria,1544,C6-023 Santa Lucía - Estación Alejandro Echavarría
-8408766.75677649,694998.839020364,C6-023,Calle 49 - Cr 7,Calle 49 - Cr 7,C6-023 Santa Lucía - Estación Alejandro Echavarria,1545,C6-023 Santa Lucía - Estación Alejandro Echavarría
-8409046.53647519,695066.970135052,C6-023,Calle 49 - Cr10,Calle 49 - Cr10,C6-023 Santa Lucía - Estación Alejandro Echavarria,1546,C6-023 Santa Lucía - Estación Alejandro Echavarría
-8409106.99926193,695223.927495494,C6-023,Cl 49A entre Cra 12 y 12A,Cl 49A entre Cra 12 y 12A,C6-023 Santa Lucía - Estación Alejandro Echavarria,1547,C6-023 Santa Lucía - Estación Alejandro Echavarría
-8409320.2631283,695591.237864114,C6-023,Alejandro Echavarría,Alejandro Echavarría,C6-023 Santa Lucía - Estación Alejandro Echavarria,1548,C6-023 Santa Lucía - Estación Alejandro Echavarría
-8409320.2631283,695591.237864114,C6-023,Alejandro Echavarría,Alejandro Echavarría,C6-023 Estación Alejandro Echavarría - Santa Lucía,1549,C6-023 Santa Lucía - Estación Alejandro Echavarría
-8409185.10952019,695592.437281329,C6-023,Cll 52 con Cra 15,Cll 52 con Cra 15,C6-023 Estación Alejandro Echavarría - Santa Lucía,1550,C6-023 Santa Lucía - Estación Alejandro Echavarría
-8409073.38405078,695415.556831583,C6-023,Cll 52 con Cra 13,Cll 52 con Cra 13,C6-023 Estación Alejandro Echavarría - Santa Lucía,1551,C6-023 Santa Lucía - Estación Alejandro Echavarría
-8409018.66238789,695335.895326134,C6-023,Cll 52 con Cra 12,Cll 52 con Cra 12,C6-023 Estación Alejandro Echavarría - Santa Lucía,1552,C6-023 Santa Lucía - Estación Alejandro Echavarría
-8408828.36833319,695248.809747439,C6-023,Cll 52 Cra 10,Cll 52 Cra 10,C6-023 Estación Alejandro Echavarría - Santa Lucía,1553,C6-023 Santa Lucía - Estación Alejandro Echavarría
-8408708.96298016,695157.965611726,C6-023,Cll 52 Cra 8,Cll 52 Cra 8,C6-023 Estación Alejandro Echavarría - Santa Lucía,1554,C6-023 Santa Lucía - Estación Alejandro Echavarría
-8408587.48688832,695130.274153914,C6-023,Cll 52 con Cra 6,Cll 52 con Cra 6,C6-023 Estación Alejandro Echavarría - Santa Lucía,1555,C6-023 Santa Lucía - Estación Alejandro Echavarría
-8408399.49058007,695154.058745485,C6-023,Cll 52 con Cra 5,Cll 52 con Cra 5,C6-023 Estación Alejandro Echavarría - Santa Lucía,1556,C6-023 Santa Lucía - Estación Alejandro Echavarría
-8408216.05634359,695008.87800714,C6-023,Cll 52 con Cra 2C,Cll 52 con Cra 2C,C6-023 Estación Alejandro Echavarría - Santa Lucía,1557,C6-023 Santa Lucía - Estación Alejandro Echavarría
-8408048.50862325,694965.205174509,C6-023,Cll 52 con Cra 2,Cll 52 con Cra 2,C6-023 Estación Alejandro Echavarría - Santa Lucía,1558,C6-023 Santa Lucía - Estación Alejandro Echavarría
-8407937.58108126,694942.944607623,C6-023,Cll 51B con Cra 1BB,Cll 51B con Cra 1BB,C6-023 Estación Alejandro Echavarría - Santa Lucía,1559,C6-023 Santa Lucía - Estación Alejandro Echavarría
-8407830.66309327,694836.472602487,C6-024,CLL48 con CRA1A,CLL48 con CRA1A,C6-024 Estación Alejandro Echavarría,1560,C6-024 8 de Marzo - Estación Alejandro Echavarría
-8407938.91260165,694944.742958277,C6-024,CLL51B con CRA 1BB,CLL51B con CRA 1BB,C6-024 Estación Alejandro Echavarría,1561,C6-024 8 de Marzo - Estación Alejandro Echavarría
-8408048.43547909,694966.381477855,C6-024,CLL 52 con CRA 2A,CLL 52 con CRA 2A,C6-024 Estación Alejandro Echavarría,1562,C6-024 8 de Marzo - Estación Alejandro Echavarría
-8408222.58402645,695015.461345021,C6-024,CLL 52 con CRA 2C,CLL 52 con CRA 2C,C6-024 Estación Alejandro Echavarría,1563,C6-024 8 de Marzo - Estación Alejandro Echavarría
-8408433.72972606,695171.510436915,C6-024,CLL 52 con CRA 5,CLL 52 con CRA 5,C6-024 Estación Alejandro Echavarría,1564,C6-024 8 de Marzo - Estación Alejandro Echavarría
-8408563.98422109,695154.454608005,C6-024,CLL 52 con CRA 6,CLL 52 con CRA 6,C6-024 Estación Alejandro Echavarría,1565,C6-024 8 de Marzo - Estación Alejandro Echavarría
-8408711.24507432,695163.263188571,C6-024,CLL 52 con Cra 8,CLL 52 con Cra 8,C6-024 Estación Alejandro Echavarría,1566,C6-024 8 de Marzo - Estación Alejandro Echavarría
-8408818.1496085,695249.086846374,C6-024,CLL 52 con CRA 9,CLL 52 con CRA 9,C6-024 Estación Alejandro Echavarría,1567,C6-024 8 de Marzo - Estación Alejandro Echavarría
-8409010.07704707,695327.964992847,C6-024,CLL 52 con CRA 12,CLL 52 con CRA 12,C6-024 Estación Alejandro Echavarría,1568,C6-024 8 de Marzo - Estación Alejandro Echavarría
-8409071.41297265,695419.229809113,C6-024,CLL 52 con CRA 13,CLL 52 con CRA 13,C6-024 Estación Alejandro Echavarría,1569,C6-024 8 de Marzo - Estación Alejandro Echavarría
-8409156.33743109,695573.802043434,C6-024,CLL 52 con CRA 15A,CLL 52 con CRA 15A,C6-024 Estación Alejandro Echavarría,1570,C6-024 8 de Marzo - Estación Alejandro Echavarría
-8409342.97829834,695614.836452276,C6-024,Integración Alejandro Echavarría,Integración Alejandro Echavarría,C6-024 Estación Alejandro Echavarría,1571,C6-024 8 de Marzo - Estación Alejandro Echavarría
